iter	Logloss
0	0.4643240583
1	0.3623991015
2	0.3030436656
3	0.2586160967
4	0.2293032203
5	0.2077218893
6	0.1878226246
7	0.1706631995
8	0.1593889068
9	0.1508283383
10	0.1417108011
11	0.1341702248
12	0.1254484203
13	0.1186728449
14	0.1147924691
15	0.1090495142
16	0.1047163505
17	0.09976835577
18	0.09556046496
19	0.092152079
20	0.08762204209
21	0.08463020047
22	0.08171072963
23	0.07897700508
24	0.07706695554
25	0.07452523826
26	0.0724157602
27	0.07027108046
28	0.0685536254
29	0.06613912462
30	0.06367481773
31	0.06123997241
32	0.05906984286
33	0.05742677604
34	0.0557144704
35	0.05373402847
36	0.05232722332
37	0.0508055776
38	0.04927669316
39	0.0471128518
40	0.04542855177
41	0.04441197252
42	0.04350908082
43	0.04216895151
44	0.04146063596
45	0.04037028695
46	0.03926885413
47	0.03846729823
48	0.03759839491
49	0.03642091713
50	0.03533386743
51	0.03442454946
52	0.03359856649
53	0.03294066439
54	0.03215965026
55	0.03084780599
56	0.03030846697
57	0.02978015932
58	0.02888847406
59	0.02851181377
60	0.02816436528
61	0.02768688543
62	0.02668095718
63	0.02600924419
64	0.02556429169
65	0.02487384658
66	0.02450440739
67	0.02398500723
68	0.02350431298
69	0.02311041974
70	0.02267806705
71	0.02226583253
72	0.02176450548
73	0.02139318407
74	0.02109600311
75	0.02061342994
76	0.02030913494
77	0.01974038871
78	0.01932288086
79	0.01888088845
80	0.01861574521
81	0.01830630179
82	0.01778677978
83	0.01754032204
84	0.01748175875
85	0.01729549253
86	0.01703219125
87	0.01676071895
88	0.01648451532
89	0.01634229414
90	0.01603606074
91	0.01581679576
92	0.01567818454
93	0.01548064382
94	0.01522303003
95	0.01495866557
96	0.01472324952
97	0.0145475202
98	0.0143120506
99	0.01416449949
100	0.01392653973
101	0.01370704583
102	0.01354707301
103	0.01335580189
104	0.01317863123
105	0.01266438323
106	0.01249257169
107	0.01239277976
108	0.01228508096
109	0.01216926043
110	0.01207930009
111	0.01183016619
112	0.01174503671
113	0.01164001829
114	0.01149468974
115	0.0113540009
116	0.01128831114
117	0.01117395646
118	0.01103381862
119	0.01095226559
120	0.01070562973
121	0.01056219822
122	0.01050794314
123	0.01040906179
124	0.01031134862
125	0.01018815791
126	0.01007169864
127	0.009990623282
128	0.009955877097
129	0.009853205349
130	0.009733828162
131	0.009647588568
132	0.009592955481
133	0.009525420317
134	0.009432592567
135	0.009340740607
136	0.009172764506
137	0.009079670856
138	0.008992554198
139	0.00893456127
140	0.008829502784
141	0.008734241687
142	0.008636042928
143	0.008560401549
144	0.008480196311
145	0.008415235765
146	0.008338724952
147	0.008267263098
148	0.008223369191
149	0.008168358214
150	0.008168346373
151	0.008106959782
152	0.008063092212
153	0.008023359362
154	0.007991633716
155	0.007946183793
156	0.007946155313
157	0.007910630916
158	0.007836120201
159	0.007836091018
160	0.007766144708
161	0.007635416321
162	0.007562366196
163	0.007519702689
164	0.007463076522
165	0.007348625427
166	0.007301715134
167	0.007216667997
168	0.007176715516
169	0.007112003377
170	0.006983427443
171	0.006927506954
172	0.006845111673
173	0.006794239835
174	0.006748574037
175	0.006695976683
176	0.006695969713
177	0.006666448151
178	0.006666444074
179	0.006629180048
180	0.00654667064
181	0.00649092854
182	0.006427522217
183	0.006427488751
184	0.006427465861
185	0.006347216352
186	0.006347243613
187	0.006237197673
188	0.006237179843
