iter	Logloss
0	0.6779983695
1	0.6659813738
2	0.6513560346
3	0.6368929601
4	0.6235046382
5	0.6110348982
6	0.5991452099
7	0.5869786459
8	0.576191138
9	0.5649000271
10	0.5535220272
11	0.5423779362
12	0.5311963881
13	0.5222685649
14	0.5129257008
15	0.5046171658
16	0.4957011074
17	0.4876789741
18	0.4789817735
19	0.4710062708
20	0.4636753227
21	0.455767835
22	0.4489075831
23	0.4403748505
24	0.4341386595
25	0.4278769466
26	0.4208124291
27	0.4141774187
28	0.4078451998
29	0.4017299214
30	0.3954435685
31	0.3900297753
32	0.3855541207
33	0.3804957447
34	0.3758828018
35	0.3713717932
36	0.3667516348
37	0.3624802315
38	0.3573931869
39	0.3521699349
40	0.3467312574
41	0.3422603049
42	0.3386636717
43	0.3334468805
44	0.3287969046
45	0.3256069978
46	0.3222440872
47	0.3181610633
48	0.3145987464
49	0.3103601834
50	0.3065275425
51	0.3031023776
52	0.2997647352
53	0.2968398225
54	0.2936298314
55	0.2904848443
56	0.2872201797
57	0.2841977763
58	0.2812054844
59	0.2783388816
60	0.2753172441
61	0.2725492665
62	0.2695053321
63	0.2667773586
64	0.2644306807
65	0.262119681
66	0.2598486339
67	0.2565328237
68	0.2546063176
69	0.252515071
70	0.250346356
71	0.2478305253
72	0.2452344518
73	0.2428708392
74	0.2405485568
75	0.2382401461
76	0.2365915687
77	0.234293917
78	0.2323718133
79	0.230659089
80	0.2283946821
81	0.2265081401
82	0.2246722252
83	0.2228418188
84	0.2211384456
85	0.219796184
86	0.2176129303
87	0.2155062232
88	0.2137402935
89	0.2119281532
90	0.2104383128
91	0.208931109
92	0.2072220355
93	0.2058227345
94	0.2040773119
95	0.202225003
96	0.2009223671
97	0.1995677155
98	0.1982624146
99	0.1971104332
100	0.1957340442
101	0.1945924014
102	0.1931185579
103	0.1915706617
104	0.1905516051
105	0.1893285544
106	0.1878809977
107	0.1867706736
108	0.1856693111
109	0.1846172101
110	0.183379563
111	0.1821915243
112	0.1812813659
113	0.1800688481
114	0.1787521385
115	0.1775392717
116	0.1765238958
117	0.1755280961
118	0.1744930437
119	0.1733764247
120	0.1719598729
121	0.1709620171
122	0.1695022171
123	0.1685348353
124	0.1674010539
125	0.1663846476
126	0.1654075082
127	0.1643831616
128	0.1633268367
129	0.1624644368
130	0.1612734729
131	0.1602324479
132	0.1591580324
133	0.1581983438
134	0.1574337862
135	0.1565429563
136	0.1556248726
137	0.1548218052
138	0.1540195669
139	0.153148118
140	0.1522193389
141	0.1517025535
142	0.1510390878
143	0.1499437471
144	0.1490296282
145	0.1481094013
146	0.1472403185
147	0.1464128382
148	0.1456256241
149	0.1449691527
150	0.1440607549
151	0.1432769
152	0.1424030707
153	0.1416484869
154	0.1406874163
155	0.1398178629
156	0.1392203655
157	0.1384050417
158	0.1376401742
159	0.1369915441
160	0.1361908447
161	0.1354559783
162	0.1347244127
163	0.1341007618
164	0.1333886295
165	0.1327222754
166	0.1319717008
167	0.1312882833
168	0.1306600826
169	0.1301011093
170	0.1295570597
171	0.1290208637
172	0.1285007178
173	0.1278304505
174	0.1271643907
175	0.1264844386
176	0.1258263865
177	0.1251663601
178	0.1246227155
179	0.1240443687
180	0.1233437831
181	0.1228255563
182	0.1220636074
183	0.1215255613
184	0.1209645934
185	0.1204545237
186	0.1198268042
187	0.119436984
188	0.1187608363
189	0.1181225547
190	0.1176992917
191	0.117042688
192	0.1164807858
193	0.1156579078
194	0.1152021225
195	0.1146775343
196	0.1142024886
197	0.1137773121
198	0.1132137826
199	0.1128502389
200	0.1124524096
201	0.1121142582
202	0.1116576736
203	0.1111145028
204	0.1105760208
205	0.1099417767
206	0.1094062689
207	0.1088011921
208	0.1082119398
209	0.1076303133
210	0.1068455615
211	0.1063259424
212	0.1058924086
213	0.1053755913
214	0.1049703464
215	0.1044333473
216	0.1040499768
217	0.1036427494
218	0.1031442466
219	0.1027506887
220	0.102342015
221	0.102006154
222	0.1015014158
223	0.1010826118
224	0.1006800053
225	0.1001173519
226	0.09967487771
227	0.09927808188
228	0.09882214252
229	0.09838333394
230	0.09798397411
231	0.09763699681
232	0.09727915573
233	0.09689703686
234	0.09656326002
235	0.09605088737
236	0.09579704332
237	0.09534329742
238	0.09497309162
239	0.09457562486
240	0.09420652272
241	0.09384938307
242	0.09359388945
243	0.09322848212
244	0.09296059105
245	0.09250416544
246	0.0921396471
247	0.09175875618
248	0.09148211226
249	0.09108417211
250	0.09073650593
251	0.09029623045
252	0.09001766714
253	0.08958392618
254	0.08914541968
255	0.08882561842
256	0.08857012669
257	0.08833542739
258	0.0880114346
259	0.08756510942
260	0.08711168847
261	0.0867374312
