iter	Logloss
0	0.5298563506
1	0.4320067302
2	0.3700252656
3	0.3179230481
4	0.2906706288
5	0.2660493581
6	0.250844893
7	0.2330728509
8	0.2198503362
9	0.2082019797
10	0.1977618808
11	0.1900574147
12	0.1816323049
13	0.1758244533
14	0.1706066005
15	0.1666309739
16	0.161921963
17	0.1563020602
18	0.1519373804
19	0.1478255061
20	0.1436170586
21	0.1399659202
22	0.1370635325
23	0.1337069978
24	0.1297247067
25	0.1255169121
26	0.1222237955
27	0.1199657493
28	0.1170668011
29	0.1149237604
30	0.1120916547
31	0.110460527
32	0.1081743192
33	0.1055715609
34	0.1032636426
35	0.1013272308
36	0.09975004015
37	0.09724891179
38	0.09582130217
39	0.09411670034
40	0.09222076025
41	0.08985710844
42	0.08849962206
43	0.08645478329
44	0.08494566615
45	0.08457131538
46	0.08295638327
47	0.08125777462
48	0.07996790395
49	0.07889282359
50	0.07777060286
51	0.07641855075
52	0.07523633046
53	0.07408986589
54	0.07300235348
55	0.07227920333
56	0.07088603811
57	0.07018475603
58	0.06883827754
59	0.06878386219
60	0.06735546683
61	0.06712556313
62	0.06644382184
63	0.06495675036
64	0.06387135225
65	0.06251960989
66	0.06133656883
67	0.06008997442
68	0.05922987768
69	0.05843033412
70	0.05736501317
71	0.05725853458
72	0.05618519155
73	0.05537350315
74	0.0546964882
75	0.0541647159
76	0.05357119685
77	0.0532092486
78	0.05260505832
79	0.0518253189
80	0.05089017471
81	0.04971729938
82	0.0491628939
83	0.04822039769
84	0.04736682407
85	0.04665751954
86	0.04590379612
87	0.04517274923
88	0.0444669203
89	0.04363194458
90	0.04287844136
91	0.04234729442
92	0.04228243163
93	0.04178349305
94	0.04102232521
95	0.04036484536
96	0.0399413081
97	0.03968069839
98	0.0392316851
99	0.03886420054
100	0.03826518532
101	0.03773351961
102	0.0373080322
103	0.036836058
104	0.03639822166
105	0.03592719034
106	0.03552999596
107	0.03501781025
108	0.03476357893
109	0.03426212126
110	0.03397391537
111	0.03362494502
112	0.03332455663
113	0.03308930434
114	0.03260073955
115	0.03227999199
116	0.03192947477
117	0.03165752009
118	0.03136133605
119	0.03099400683
120	0.03064597074
121	0.03034693467
122	0.0301276224
123	0.02984040153
124	0.02912863168
125	0.02881382749
126	0.02850854151
127	0.0284497499
128	0.02813262988
129	0.02782308539
130	0.02764015715
131	0.0273406378
132	0.02712612761
133	0.02683765372
134	0.02645393443
135	0.02622186058
136	0.02587498776
137	0.02582698601
138	0.02547934422
139	0.02515216762
140	0.02493919038
141	0.02484812982
142	0.02469477895
143	0.02443144379
144	0.02405228925
145	0.02387345867
146	0.02353462809
147	0.02337928288
148	0.02314841139
149	0.02296922761
150	0.02284870281
151	0.02268884463
152	0.02250690528
153	0.02240015102
154	0.02218193054
155	0.0220239036
156	0.02185592858
157	0.02175105109
158	0.02164979784
159	0.02160770662
160	0.02138484093
161	0.02122282681
162	0.02110745302
163	0.0209562493
164	0.02089297066
165	0.02077253949
166	0.02062136359
167	0.02046928922
168	0.02000955953
169	0.01985878304
170	0.0198219465
171	0.01954483881
172	0.01936422214
173	0.01926498918
174	0.0190906575
175	0.01878690327
176	0.01858808239
177	0.01839639485
178	0.01832723521
179	0.01821499827
180	0.01802565236
181	0.01792691346
182	0.01790369283
183	0.01768130588
184	0.01755334886
185	0.01739401608
186	0.01730212535
187	0.01716150591
188	0.01690235143
189	0.01679839979
190	0.01662282225
191	0.0164666061
192	0.01639929725
193	0.01619592454
194	0.01618581529
195	0.01613732525
196	0.01603384732
197	0.01590658114
198	0.01583578509
199	0.01569977812
200	0.01558827517
201	0.01541292957
202	0.01526238974
203	0.01510853189
204	0.01504024684
205	0.01494209601
206	0.01482076426
